url,final_url,reachable,status,error,title,construction,density,sections,media_count,hero_signal,grid_signal,card_signal,bento_signal,frame_signal,motion_signal,video_signal,lazy_signal,responsive_image_signal,has_viewport,ratio_mix
https://capetowndamlevels.co.za/,https://capetowndamlevels.co.za/,True,200,,Cape Town Dam Levels Today — 76.3% (18 September 2026),sectioned,medium,9,2,True,True,True,False,False,True,False,True,False,True,{}
https://www.cedric.design/,https://www.cedric.design/,True,200,,"Cédric – Entrepreneur, Maker, and Tinkerer.",app-shell_or_js,medium,0,11,False,True,False,False,True,True,True,True,True,True,"{""square-ish"": 6, ""landscape"": 4}"
https://supercommon.systems/,https://supercommon.systems/,True,200,,supercommon systems,app-shell_or_js,low,0,4,False,True,False,False,True,True,True,True,True,True,"{""landscape"": 2, ""square-ish"": 1}"
https://www.feyapp.com/,https://fey.com/,True,200,,Fey joined Wealthsimple,editorial_freeform,low,0,1,False,True,False,False,False,True,False,False,False,True,"{""ultrawide"": 1}"
https://www.stellar.work/,https://www.stellar.work/,True,200,,Stellar — Blazing fast design sprints,sectioned,high,7,170,True,True,True,False,False,True,True,True,True,True,{}
https://umbrel.com/,https://umbrel.com/,True,200,,Umbrel - Personal home cloud and OS for self-hosting,sectioned,high,8,220,True,True,True,False,False,True,True,True,True,True,"{""square-ish"": 78, ""landscape"": 1}"
https://lazy.so/,https://lazy.so/,True,200,,Lazy • A capture tool for knowledge,sectioned,medium,10,6,False,False,False,False,False,True,False,False,False,True,{}
https://resend.com/,https://resend.com/,True,200,,Resend · Email for developers,sectioned,high,12,16,True,True,False,False,False,True,True,True,True,True,"{""landscape"": 3, ""square-ish"": 10, ""ultrawide"": 3}"
https://wope.com/,https://wope.com/,True,200,,Wope: The New Era of SEO Research,app-shell_or_js,medium,1,20,True,True,False,False,False,True,False,False,True,True,"{""square-ish"": 16}"
https://www.twingate.com/,https://www.twingate.com/,True,200,,Twingate: It's time to ditch your VPN,sectioned,high,15,113,False,True,False,False,True,True,False,True,True,True,"{""ultrawide"": 12, ""landscape"": 14, ""square-ish"": 49, ""portrait"": 4}"
https://solreader.com/,https://solreader.com/,True,200,,Sol | Illuminate Your Mind,sectioned,high,11,52,True,True,False,False,True,False,True,False,True,True,{}
https://madebyarticle.com/,https://madebyarticle.com/,True,200,,"Article - Brand and Digital for Culture, Commerce and Good.",sectioned,high,6,110,False,True,False,False,True,True,True,False,True,True,{}
https://www.coronel.design/,https://www.coronel.design/,True,200,,Pablo Coronel - Principal Designer,editorial_freeform,medium,0,13,False,True,False,False,False,True,True,True,False,True,{}
https://tome.app/,https://tome.app/,False,404,HTTPError,,,,,,,,,,,,,,,,
https://timestwo.design/,https://timestwo.design/,True,200,,TIMES TWO | A brand & digital design practice,app-shell_or_js,low,0,0,False,False,False,False,False,True,False,False,False,True,{}
https://yannglt.com/,https://yannglt.com/,True,200,,Yann-Edern Gillet — Welcome to Thunderstorm,app-shell_or_js,medium,0,0,False,False,True,False,False,False,False,False,False,True,{}
https://wonderlandams.com/,https://wonderlandams.com/,True,200,,WONDERLAND | Brand Experience Design Studio,editorial_freeform,low,3,1,False,False,False,False,False,True,True,False,False,True,{}
https://www.strv.com/,https://www.strv.com/,True,200,,STRV │ Digital Product Development,sectioned,high,7,64,False,False,False,False,False,True,True,True,True,True,"{""portrait"": 1, ""ultrawide"": 9}"
https://cncpt.ca/,https://cncpt.ca/,True,200,,,editorial_freeform,low,0,0,False,False,False,False,False,False,False,False,False,False,{}
https://shape.xyz/,https://shape.xyz/,True,200,,Shape,sectioned,high,7,40,False,False,False,False,True,True,False,True,True,True,{}
https://nextgennow.canopyplanet.org/,https://nextgennow.canopyplanet.org/,True,200,,NEXT GEN Solutions to make packaging and textiles,sectioned,high,4,284,False,True,True,False,False,True,True,True,True,True,"{""ultrawide"": 1, ""portrait"": 3, ""landscape"": 2, ""square-ish"": 33}"
https://journey.zajno.com/,https://journey.zajno.com/,True,200,,7 years,editorial_freeform,low,0,0,False,False,False,False,False,True,False,False,False,True,{}
https://www.flammini.design/,https://www.flammini.design/,True,200,,Flammini Design | UX/UI Designer | Webflow Development,sectioned,high,4,48,False,False,False,False,False,True,False,True,True,True,"{""square-ish"": 5}"
https://opalcamera.com/opal-composer,https://op.al/,True,200,,Opal Electronics,editorial_freeform,medium,1,2,False,False,False,False,False,False,False,False,True,True,{}
https://openai.com/,https://openai.com/,False,403,HTTPError,,,,,,,,,,,,,,,,
https://vanderlanth.io/,https://vanderlanth.io/,True,200,,Nicolas Lanthemann — Homepage,editorial_freeform,medium,3,10,False,False,False,False,False,False,True,False,False,True,{}
https://arrival.com/,https://arrival.com/,False,,TimeoutError: The read operation timed out,,,,,,,,,,,,,,,,
https://framer.university/,https://framer.university/,True,200,,#1 Place to Learn Framer — Framer University,sectioned,high,8,93,False,True,False,False,True,True,True,False,True,True,"{""square-ish"": 23, ""landscape"": 53}"
https://specifyapp.com/launchweek,https://specifyapp.com/launchweek,True,200,,Specify Launch Week,app-shell_or_js,high,0,55,False,True,False,False,True,True,True,False,True,True,{}
https://www.haydenbleasel.com/,https://haydenbleasel.com/,True,200,,Hayden Bleasel — Software Engineer and Product Designer,app-shell_or_js,medium,1,0,False,True,False,False,False,False,False,False,False,True,{}
https://webflow.com/webflowconf,https://webflow.com/webflowconf,True,200,,Webflow Conf 2026 | Sept 1-3 | Boston & Online,sectioned,high,13,78,True,True,True,False,False,True,False,True,True,True,{}
https://makepill.com/en,https://makepill.com/en,False,404,HTTPError,,,,,,,,,,,,,,,,
https://thenetworkstate.company/,https://citizenx.com/,True,200,,CitizenX: Diversify Your Passport Portfolio with a Second Citizenship,sectioned,high,9,95,False,True,False,False,False,True,True,True,True,True,"{""ultrawide"": 11, ""landscape"": 12, ""square-ish"": 13}"
https://bonsai.fyi/,https://bonsai.fyi/,False,,URLError: <urlopen error [Errno -5] No address associated with hostname>,,,,,,,,,,,,,,,,
https://minhpham.design/,https://minhpham.design/,True,200,,Minh Pham - Multidisciplinary Designer,editorial_freeform,high,0,28,True,False,False,False,True,True,True,False,True,True,"{""landscape"": 4, ""portrait"": 2}"
https://wantedfornothing.com/,https://wantedfornothing.com/,True,200,,Wanted For Nothing | Top Rated Web Design Agency Los Angeles,sectioned,high,6,28,True,False,False,False,False,True,False,False,True,True,"{""square-ish"": 4, ""landscape"": 5}"
https://paullapkin.design/,https://paullapkin.design/,False,,URLError: <urlopen error [Errno -5] No address associated with hostname>,,,,,,,,,,,,,,,,
https://www.morrow.nl/,https://morrow.nl/,True,200,,Morrow is Hear The Youth now. Redirecting...,editorial_freeform,low,0,0,False,False,False,False,False,False,False,False,False,True,{}
https://offsuit.app/,https://offsuit.app/,True,200,,"Offsuit Games - Dead Simple, Deliberately Designed",editorial_freeform,low,2,6,False,True,False,False,False,True,True,True,True,True,{}
https://ultramail.ai/,https://ultramail.ai/,False,404,HTTPError,,,,,,,,,,,,,,,,
https://www.dimension.dev/,https://dimension.dev/,True,200,,Dimension — Your AI work assistant,editorial_freeform,low,1,0,False,False,False,False,False,False,False,False,False,True,{}
https://arcade.la/,https://arcade.la/,True,200,,Arcade Labs — Startup Design Studio — Los Angeles,editorial_freeform,low,1,1,False,False,False,False,False,False,False,False,False,True,"{""ultrawide"": 1}"
https://orion.tube/,https://orion.tube/,True,200,,Orion — HDMI Monitor for iPad,app-shell_or_js,high,1,24,False,False,False,False,True,True,False,True,True,True,"{""square-ish"": 12, ""ultrawide"": 3, ""landscape"": 8, ""portrait"": 1}"
https://gitness.com/,https://www.harness.io/open-source,True,200,,Open Source CI/CD Software Delivery Platform,sectioned,high,10,58,True,True,True,False,False,True,False,True,True,True,"{""ultrawide"": 6, ""landscape"": 1}"
https://procreate.com/dreams,https://procreate.com/dreams,True,200,,Procreate Dreams,editorial_freeform,high,3,38,True,True,False,False,False,True,True,False,False,True,"{""square-ish"": 4, ""ultrawide"": 8, ""landscape"": 7}"
https://github.com/mona-sans,https://github.com/mona-sans,True,200,,Mona Sans & Hubot Sans · GitHub,app-shell_or_js,medium,1,21,True,False,False,False,False,False,True,True,False,True,"{""landscape"": 1, ""portrait"": 8, ""square-ish"": 9, ""ultrawide"": 3}"
https://vercel.com/,https://vercel.com/,True,200,,Agentic Infrastructure - Vercel,sectioned,medium,10,19,True,True,False,False,False,True,False,True,True,True,"{""square-ish"": 3, ""landscape"": 14, ""ultrawide"": 2}"
https://multiversx.com/,https://multiversx.com/,True,200,,Supernova - Capital at machine speed,editorial_freeform,low,0,0,False,False,False,False,False,True,False,False,False,True,{}
https://www.halodhimas.com/,https://www.halodhimas.com/,False,404,HTTPError,,,,,,,,,,,,,,,,
https://www.justinfarrugia.com/,https://www.justinfarrugia.com/,False,,URLError: <urlopen error _ssl.c:990: The handshake operation timed out>,,,,,,,,,,,,,,,,
https://gsap.com/,https://gsap.com/,True,200,,Homepage | GSAP,sectioned,medium,9,12,True,True,False,False,False,True,True,True,True,True,"{""landscape"": 2}"
https://charge.cars/,https://charge.cars/,True,200,,Home page :: Charge,sectioned,high,12,19,False,False,False,False,False,False,True,False,False,True,{}
https://moth3r.com/,https://moth3r.com/,True,200,,MOTH3R® Design | Ivan Santic,editorial_freeform,low,2,4,False,True,False,False,False,True,False,False,False,True,{}
https://midday.ai/en,https://midday.ai/en,False,308,HTTPError,,,,,,,,,,,,,,,,
https://electronicmaterialsoffice.com/,https://electronicmaterialsoffice.com/,True,200,,Altar II - EMO®,sectioned,high,19,105,True,True,True,False,False,True,True,True,True,True,"{""square-ish"": 1}"
https://incident.framer.website/,https://incident.framer.website/,True,200,,Yegor Trukhin - THE WEB OF  HORRORS,app-shell_or_js,medium,0,18,False,False,False,False,True,True,True,False,True,True,"{""landscape"": 7, ""square-ish"": 2, ""ultrawide"": 4, ""portrait"": 2}"
https://endlesstools.io/,https://endlesstools.io/,True,200,,Endless Tools,sectioned,high,8,78,False,True,False,False,False,True,True,True,True,True,"{""ultrawide"": 8, ""square-ish"": 19, ""portrait"": 2}"
https://ethcap.co/,https://www.purposeinvest.com/funds/purpose-ether-staking-corp-etf?utm_source=ethercap/,True,200,,Ether Staking Corp ETF | Ethereum Staking | ETHC | Purpose Investments,app-shell_or_js,medium,0,8,False,True,False,False,False,True,False,True,True,True,"{""square-ish"": 1}"
https://mubien.com/,https://mubien.com/,True,200,,MB | Mubien Brands | Branding and Digital Products,editorial_freeform,medium,1,17,False,True,False,False,False,False,True,False,False,True,{}
https://komandin.com/en,https://komandin.com/,True,200,,"Komandin® Anton — веб-дизайнер, сайты на Тильде — корпоративные, лендинги, интернет-магазины",app-shell_or_js,high,0,28,False,False,False,False,False,True,False,False,False,True,{}
https://www.halfpastnine.io/,https://www.dysrupt.com/,True,200,,dysrupt - We Make the Impossible Profitable,sectioned,high,8,73,False,False,False,False,False,True,False,True,False,True,{}
https://capsule.video/,https://capsule.video/,True,200,,Capsule | Video agents for enterprise,sectioned,high,7,57,True,True,True,False,True,True,True,True,False,True,"{""ultrawide"": 18, ""landscape"": 5, ""square-ish"": 10}"
https://andagain.uk/,https://andagain.uk/,True,200,,"AndAgain | Digital Agency London - Web, App, Campaign Development",app-shell_or_js,medium,1,14,False,True,False,False,False,True,True,False,True,True,"{""landscape"": 14}"
https://spellar.ai/,https://www.spellar.ai/,True,200,,Spellar - AI Meeting Note Taker,editorial_freeform,low,0,0,False,False,False,False,False,False,False,False,False,True,{}
https://nav.supply/,https://nav.supply/,True,200,,Nav.Supply,app-shell_or_js,high,0,54,False,True,False,False,True,True,True,False,True,True,{}
https://avara.xyz/,https://avara.xyz/,False,403,HTTPError,,,,,,,,,,,,,,,,
https://www.authkit.com/,https://www.authkit.com/,True,200,,AuthKit by WorkOS,app-shell_or_js,high,0,61,True,False,True,False,True,False,True,True,True,True,"{""ultrawide"": 7, ""square-ish"": 29, ""landscape"": 6, ""portrait"": 2}"
https://arrowdynamics.dev/,https://arrowdynamics.dev/,True,200,,Arrow Dynamics – Framer Library to build Interactive Animations,sectioned,high,12,690,False,True,False,False,True,True,False,True,True,True,"{""ultrawide"": 12, ""square-ish"": 17, ""landscape"": 4}"
https://www.ozone.pro/,https://www.ozone.pro/,False,404,HTTPError,,,,,,,,,,,,,,,,
https://www.seda.xyz/,https://www.seda.xyz/,True,200,,SEDA | Powering 24/7 Markets,sectioned,high,5,37,True,True,True,False,False,True,False,False,False,True,{}
https://www.st33p.com/,https://www.st33p.com/,False,,URLError: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1007)>,,,,,,,,,,,,,,,,
https://tr.af/,https://tr.af/,False,404,HTTPError,,,,,,,,,,,,,,,,
https://vercel.com/font,https://vercel.com/font,True,200,,Geist Font,sectioned,medium,9,12,False,True,False,False,False,True,True,True,True,True,"{""portrait"": 7, ""square-ish"": 3}"
https://deepmind.google/technologies/gemini/,https://deepmind.google/models/gemini/,True,200,,Gemini — Google DeepMind,sectioned,high,29,286,False,True,True,False,False,True,True,True,True,True,"{""ultrawide"": 2, ""landscape"": 10, ""square-ish"": 4}"
https://oval.earth/,https://oval.earth/,True,200,,Oval,editorial_freeform,medium,3,14,False,True,False,False,False,True,False,True,True,True,{}
https://usedaybox.com/,https://usedaybox.com/,True,200,,Daybox - Get more out of every day.,editorial_freeform,medium,0,8,False,False,True,False,True,False,False,True,True,True,{}
https://benjaminhoppe.co/,https://www.benjaminhoppe.co/,True,200,,Benjamin Hoppe — Independent Software Designer,editorial_freeform,low,0,1,False,True,False,False,True,False,False,False,False,True,{}
https://099.supply/,https://099.supply/,True,200,,099 SUPPLY,editorial_freeform,high,1,57,False,True,True,False,True,False,False,False,False,True,{}
https://www.guruduttperi.com/,https://www.guruduttperi.com/,True,200,,Music,app-shell_or_js,low,1,0,False,False,True,False,False,True,False,False,False,True,{}
https://www.verse.sh/,https://www.verse.sh/,True,200,,Verse,app-shell_or_js,high,0,70,False,True,False,False,False,True,True,False,False,True,{}
https://ped.ro/,https://ped.ro/,True,200,,Pedro Duarte's Personal Website,editorial_freeform,low,0,1,False,False,False,False,False,True,True,False,False,True,{}
https://morningstar.ventures/,https://morningstar.ventures/,True,200,,Morningstar Ventures - Backing Ambitious Founders,sectioned,high,9,56,True,True,False,False,False,True,False,True,True,True,{}
https://shift-a.design/,https://shift-a.design/,False,,URLError: <urlopen error [Errno -2] Name or service not known>,,,,,,,,,,,,,,,,
https://www.joinmita.com/,https://www.joinmita.com/,False,,URLError: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1007)>,,,,,,,,,,,,,,,,
https://www.pinnacledesignlab.com/,https://www.pinnacledesignlab.com/,False,,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>,,,,,,,,,,,,,,,,
https://www.fabianalbert.com/,https://www.fabianalbert.com/,True,200,,Fabian Albert - Visual Designer,app-shell_or_js,medium,0,21,False,True,False,False,True,True,True,False,True,True,"{""square-ish"": 2, ""landscape"": 14}"
https://para.co/,https://para.co/,True,200,,Para,sectioned,high,8,30,False,False,False,False,True,False,False,True,False,True,"{""square-ish"": 3}"
https://algo.tv/api,https://algo.tv/api,True,200,,Algo — Powerful Video Automation API,app-shell_or_js,high,0,19,False,True,False,False,True,True,True,False,True,True,"{""landscape"": 11, ""ultrawide"": 2, ""square-ish"": 1}"
https://lucasporterbakker.com/,https://lucasporterbakker.com/,True,200,,"Lucas Porter-Bakker — Designer, hacker, founder.",sectioned,low,5,0,False,True,False,False,True,False,False,False,False,True,{}
https://www.nkay.design/,https://www.nkay.design/,False,,URLError: <urlopen error [Errno -2] Name or service not known>,,,,,,,,,,,,,,,,
https://www.ander.agency/,https://ander.agency/,True,200,,Ander.Agency | Strategic Branding & Webflow Design for B2B,sectioned,high,10,249,True,True,True,False,False,True,True,True,True,True,{}
https://www.marckuiper.com/,https://www.marckuiper.com/,True,200,,Marc Kuiper → Freelance designer & no-code developer,editorial_freeform,medium,2,21,False,False,False,False,True,True,False,True,True,True,"{""square-ish"": 8, ""portrait"": 3}"
https://coreframework.com/,https://coreframework.com/,True,200,,Core Framework,sectioned,medium,4,13,False,False,False,False,False,False,False,True,True,True,"{""square-ish"": 6, ""ultrawide"": 5}"
https://motion.page/,https://motion.page/,True,200,,Visual Animation Builder for WordPress & Desktop | Motion.page,sectioned,high,11,83,True,True,True,False,True,True,False,True,True,True,"{""landscape"": 7, ""square-ish"": 6}"
https://sharonlee.design/,https://sharonlee.design/,True,200,,Sharon Haejung Lee Product Design Portfolio,app-shell_or_js,high,0,38,False,True,False,False,True,True,False,False,True,True,{}
https://nexis.network/,https://nex-t1.ai/,True,200,,Nex Copilot | On-Chain AI Agent for DeFi & Payments,sectioned,high,7,39,True,True,True,False,False,True,False,True,True,True,"{""ultrawide"": 2, ""square-ish"": 32}"
https://atio.studio/,https://atio.studio/,True,200,,ATIO Studio,editorial_freeform,low,0,0,False,False,False,False,False,True,False,False,False,True,{}
https://findyourvana.com/,https://findyourvana.com/,True,200,,Find Your VANA,sectioned,high,10,21,False,False,False,False,False,True,False,False,True,True,"{""landscape"": 3, ""square-ish"": 2, ""ultrawide"": 6, ""portrait"": 10}"
https://webflow.com/,https://webflow.com/,True,200,,Webflow: The agentic web platform for modern businesses,sectioned,high,7,164,True,False,True,False,True,True,True,True,True,True,{}
https://langbase.com/,https://langbase.com/,True,200,,Langbase · Serverless AI Developer Platform,app-shell_or_js,high,0,196,False,True,False,False,False,False,True,False,False,True,{}
https://cp-agency.eu/en,https://cp-agency.eu/en,True,200,,constant performance® — full service digital agency,app-shell_or_js,medium,0,11,False,False,False,False,True,True,False,False,False,True,{}
https://www.timetorefokus.com/,https://ai.timetorefokus.com/,True,200,,Time to Refokus,editorial_freeform,low,1,3,False,False,False,False,True,True,True,False,False,True,{}
https://joincobalt.com/,https://joincobalt.com/,True,200,,Cobalt | Unleash the power of intuitive finance,sectioned,low,5,5,False,True,False,False,False,True,False,True,True,True,"{""landscape"": 1, ""square-ish"": 1, ""portrait"": 1, ""ultrawide"": 2}"
https://www.thesmallsquare.com/,https://www.thesmallsquare.com/,True,200,,Product Design & Development for B2B SaaS | The Small Square,editorial_freeform,high,3,155,False,True,False,True,False,True,True,True,True,True,{}
https://satellitor.com/,https://satellitor.com/,True,200,,"Satellitor: Launch SEO blogs on autopilot, that bring traffic",app-shell_or_js,high,1,37,False,True,False,False,False,True,False,False,False,True,{}
https://alxmurashko.com/,https://alxmurashko.com/,True,200,,"Alex Murashko · Digital product designer in London, UK",editorial_freeform,low,0,1,False,False,False,False,False,False,False,True,False,True,{}
https://www.droplette.app/,https://www.droplette.app/,True,200,,Droplette: Smart AI-Powered Color Palette Generator for Figma & FigJam,editorial_freeform,low,0,0,False,False,False,False,False,False,False,False,False,True,{}
https://animated-abstract.wannathis.one/,https://animated-abstract.wannathis.one/,True,200,,Glass 3D Abstract Animated Shapes,sectioned,high,7,38,True,True,False,False,False,True,True,True,True,True,{}
https://www.sun-rise.com/,https://www.sun-rise.com/,False,,URLError: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1007)>,,,,,,,,,,,,,,,,
https://www.justbuild.app/,https://www.justbuild.app/,False,,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>,,,,,,,,,,,,,,,,
https://simarrolozano.com/,https://simarrolozano.com/,True,200,,SIMARRO LOZANO FILM DIRECTOR,editorial_freeform,medium,0,14,False,True,False,False,False,True,True,True,False,True,"{""ultrawide"": 3, ""landscape"": 1}"
https://jschachterle.com/,https://jschachterle.com/,False,403,HTTPError,,,,,,,,,,,,,,,,
https://creme.com/,https://creme.com/,True,200,,Creme,editorial_freeform,low,0,0,False,False,False,False,False,False,False,False,False,True,{}
https://reflektor.digital/,https://reflektor.digital/,True,200,,Reflektor Digital | Home,sectioned,high,14,65,False,False,False,False,False,True,True,False,False,True,"{""square-ish"": 2}"
https://o-p-e-n.com/,https://o-p-e-n.com/,True,200,,Guided Meditation | Mindfulness | Breathwork | Open Breathwork & Meditation,editorial_freeform,low,3,1,True,True,False,False,False,True,False,False,True,True,{}
https://guillaumeazadian.com/,https://guillaumeazadian.com/,True,200,,Home · Guillaume's portfolio,editorial_freeform,low,0,1,False,False,False,False,False,False,False,False,False,True,{}
https://www.kevinbhagat.com/,https://www.kevinbhagat.com/,False,308,HTTPError,,,,,,,,,,,,,,,,
https://roudstudio.com/,https://roudstudio.com/,True,200,,Roud Studio - Global Digital Agency,app-shell_or_js,high,0,111,True,True,False,False,True,True,False,True,True,True,"{""square-ish"": 36}"
https://www.moresleep.net/,https://www.moresleep.net/,True,200,,MoreSleep - Creative Agency,sectioned,medium,4,18,False,False,False,False,False,False,True,False,True,True,{}
https://www.hypercard.com/,https://www.hyperexpense.com/,True,200,,Autonomous Finance & Expense Management,sectioned,high,7,136,True,True,True,False,False,True,True,True,True,True,"{""square-ish"": 2}"
https://www.framer.com/2023,https://www.framer.com/2023,False,308,HTTPError,,,,,,,,,,,,,,,,
https://www.ferrari-movie.com/,https://ferrari-movie.com/,True,200,,Ferrari Movie: A blog about Ferrari and cars - Ferrari Movie,app-shell_or_js,high,0,46,False,True,False,False,True,True,True,True,True,True,"{""ultrawide"": 3, ""landscape"": 43}"
https://www.studio-arde.com/,https://www.studio-arde.com/,True,200,,Studio Ardē | Branding & Website Agentur Wien,sectioned,high,9,24,True,True,False,False,False,False,False,True,True,True,"{""ultrawide"": 2, ""landscape"": 1}"
